City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,alesund,62.4723,6.1549,287.54,82,75,6.17,NO,1691589118
362,yorkton,51.2167,-102.4677,283.06,100,40,2.57,CA,1691589112
363,naze,28.3667,129.4833,298.66,89,100,7.72,JP,1691589118
364,chonchi,-42.6128,-73.8092,283.77,94,100,4.74,CL,1691589119
365,saint-francois,46.4154,3.9054,301.3,34,0,3.09,FR,1691589119
366,tsubata,36.6667,136.7333,303.27,85,95,1.07,JP,1691589119
367,borzya,50.3833,116.5167,291.76,54,100,2.21,RU,1691589119
368,saudarkrokur,65.7461,-19.6394,283.34,66,12,5.11,IS,1691589119
369,rimouski,48.4488,-68.524,287.25,99,100,2.17,CA,1691588909
370,powell,40.1578,-83.0752,296.98,83,0,2.06,US,1691588954
371,looe,50.3578,-4.4542,295.77,86,72,2.91,GB,1691589120
372,kegalle,7.2532,80.3454,297.96,81,100,1.58,LK,1691589120
373,shilka,51.85,116.0333,295.66,37,100,1.82,RU,1691589120
374,freeport,40.6576,-73.5832,299.36,62,0,8.23,US,1691588942
375,emirgazi,37.9022,33.8372,308.1,23,0,3.7,TR,1691589120
376,paita,-5.0892,-81.1144,295.46,77,58,4.22,PE,1691589121
377,buka,40.8108,69.1986,307.49,19,0,5.36,UZ,1691589121
378,mata-utu,-13.2816,-176.1745,300.81,77,58,4.69,WF,1691589121
379,verkhotur'ye,58.8627,60.8054,296.77,65,100,0.78,RU,1691589121
380,margate,51.3813,1.3862,294.75,55,89,2.68,GB,1691589122
381,poso,-1.3959,120.7524,300.01,78,38,1.9,ID,1691589122
382,lospalos,-8.5186,127.0025,293.18,95,80,2.14,TL,1691589122
383,lubang,13.8584,120.124,301.73,80,48,5.41,PH,1691589123
384,axim,4.8699,-2.2405,297.89,82,100,5.58,GH,1691589123
385,amos,48.5669,-78.1162,294.55,61,50,1.91,CA,1691589123
386,molde,62.7375,7.1591,288.06,77,75,4.63,NO,1691589123
387,malango,-2.9627,119.9001,293.41,99,96,0.32,ID,1691589123
388,cookeville,36.1628,-85.5016,294.8,97,100,2.57,US,1691589027
389,itaituba,-4.2761,-55.9836,304.24,70,0,2.57,BR,1691589124
390,colonia,50.9333,6.95,297.62,53,75,3.09,DE,1691589124
391,nyurba,63.2842,118.3319,292.09,53,0,3.49,RU,1691589124
392,bowen,-20.0167,148.2333,291.07,84,3,5.44,AU,1691589125
393,yanchep,-31.55,115.6833,285.53,74,7,3.59,AU,1691589125
394,lagunas,-5.2269,-75.6753,299.59,80,99,1.3,PE,1691589125
395,kovrov,56.3572,41.3192,297.32,65,75,3.14,RU,1691589125
396,praia da vitoria,38.7333,-27.0667,301.29,69,20,6.36,PT,1691589125
397,northumberland,55.25,-2.0,291.56,68,85,4.63,GB,1691589125
398,nova sintra,14.8667,-24.7167,295.99,72,38,5.5,CV,1691589126
399,mitu,1.1983,-70.1733,302.25,65,20,0.37,CO,1691589126
400,conde,-7.2597,-34.9075,300.85,69,75,6.17,BR,1691589126
401,gagliano del capo,39.8442,18.3695,302.51,36,20,5.66,IT,1691589126
402,dali,25.7,100.1833,292.62,87,83,0.92,CN,1691589127
403,urangan,-25.3,152.9,290.59,71,4,3.67,AU,1691589127
404,el sauzal de rodriguez,31.9,-116.6833,292.83,81,7,1.23,MX,1691589127
405,pala,9.3642,14.9046,294.65,95,100,1.24,TD,1691589127
406,kirtland,36.7342,-108.3598,289.63,73,0,3.09,US,1691589127
407,fort st. john,56.2499,-120.8529,286.09,94,75,2.06,CA,1691588928
408,worthington,40.0931,-83.018,297.01,83,0,3.09,US,1691589125
409,mina clavero,-31.721,-65.0062,288.39,33,100,2.15,AR,1691589128
410,mendoza,-32.8908,-68.8272,280.89,49,0,2.06,AR,1691589122
411,jaszapati,47.5167,20.15,299.76,39,100,3.55,HU,1691589128
412,al wafrah,28.6392,47.9306,316.0,12,0,6.16,KW,1691589129
413,chinde,26.8418,88.0763,296.32,96,99,1.27,NP,1691589129
414,mahdishahr,35.7108,53.3556,300.93,24,0,5.32,IR,1691589129
415,watertown,42.3709,-71.1828,298.41,65,20,6.69,US,1691589031
416,mumford,5.2618,-0.759,297.39,85,100,6.8,GH,1691589129
417,sanming,26.2486,117.6186,300.61,89,99,1.11,CN,1691589129
418,harper,4.375,-7.7169,298.82,79,93,6.46,LR,1691589130
419,ulsteinvik,62.3432,5.8487,287.54,90,100,5.81,NO,1691589130
420,macia,-25.0269,33.0989,294.99,55,0,5.16,MZ,1691589130
421,pran buri,12.3847,99.9098,300.28,74,98,3.71,TH,1691589130
422,wenling,28.3669,121.36,300.46,86,37,0.72,CN,1691589130
423,nuuk,64.1835,-51.7216,277.49,100,100,3.6,GL,1691589131
424,takoradi,4.8845,-1.7554,297.83,82,99,5.85,GH,1691589037
425,kota kinabalu,5.9749,116.0724,300.14,69,20,3.13,MY,1691589131
426,san antonio de pale,-1.4014,5.6325,297.05,77,100,4.44,GQ,1691589131
427,gravina di catania,37.5555,15.063,302.31,49,20,6.69,IT,1691589131
428,bengkulu,-3.8004,102.2655,298.65,89,74,3.17,ID,1691589131
429,suntar,62.1444,117.6319,291.32,72,1,2.94,RU,1691589132
430,mar del plata,-38.0023,-57.5575,283.16,93,0,3.09,AR,1691589132
431,birao,10.2849,22.7882,299.37,83,98,3.1,CF,1691589132
432,el bayadh,33.6832,1.0193,310.43,9,17,7.65,DZ,1691589132
433,laguna,38.421,-121.4238,290.14,88,0,2.06,US,1691589133
434,basco,20.4487,121.9702,301.79,83,34,11.83,PH,1691589133
435,zanjan,36.6736,48.4787,304.98,22,20,3.09,IR,1691589133
436,juneau,58.3019,-134.4197,286.6,97,75,1.54,US,1691589092
437,al bawiti,28.3492,28.8659,309.5,15,0,6.32,EG,1691589133
438,kittila,67.6647,24.8936,295.23,60,20,2.57,FI,1691589133
439,shingu,33.7333,135.9833,299.94,94,75,5.36,JP,1691589134
440,gorontalo,0.5412,123.0595,297.44,93,83,2.24,ID,1691589134
441,bonthe,7.5264,-12.505,299.94,81,99,5.83,SL,1691589134
442,urengoy,65.9667,78.3667,283.76,91,100,7.6,RU,1691589134
443,ghanzi,-21.5667,21.7833,298.02,13,0,5.01,BW,1691589134
444,saint-joseph,-21.3667,55.6167,296.19,80,40,3.34,RE,1691589135
445,abashiri,44.0213,144.2697,291.63,99,100,2.44,JP,1691589135
446,pinarhisar,41.6242,27.52,297.58,46,66,6.88,TR,1691589135
447,creston,41.0586,-94.3614,293.55,100,0,0.0,US,1691589135
448,taroudant,30.4703,-8.877,319.07,9,30,5.19,MA,1691589135
449,mandalgovi,45.7625,106.2708,299.05,32,100,7.2,MN,1691589136
450,weihai,37.5017,122.1136,298.46,88,0,3.38,CN,1691589136
451,halifax,44.6453,-63.5724,294.09,98,100,4.63,CA,1691588906
452,vorkuta,67.5,64.0,285.78,57,99,2.66,RU,1691589136
453,zelenogorskiy,55.0333,87.0,290.31,79,39,1.79,RU,1691588947
454,charters towers,-20.1,146.2667,287.46,89,5,3.31,AU,1691589136
455,shitanjing,39.2342,106.3439,299.9,54,72,4.29,CN,1691589137
456,la ronge,55.1001,-105.2842,282.29,100,40,0.0,CA,1691589137
457,andovoranto,-18.95,49.1,293.85,90,13,4.63,MG,1691589137
458,rio grande,-32.035,-52.0986,291.21,82,100,9.47,BR,1691589137
459,altai,46.3722,96.2583,291.03,49,31,3.96,MN,1691589137
460,inegol,40.0781,29.5133,294.75,73,93,3.5,TR,1691589138
461,pasuquin,18.3328,120.6177,300.24,86,42,4.93,PH,1691589138
462,port hedland,-20.3167,118.5667,293.18,45,0,0.0,AU,1691589138
463,bikenibeu village,1.3673,173.1241,299.13,89,40,0.51,KI,1691589138
464,rurrenabaque,-14.4413,-67.5278,296.98,94,6,0.0,BO,1691589138
465,vigia,-0.8583,-48.1417,304.19,59,3,3.98,BR,1691589090
466,porto novo,6.4965,2.6036,300.05,67,66,6.72,BJ,1691589139
467,muang phonsavan,19.45,103.2167,292.79,99,100,0.81,LA,1691589139
468,mossel bay,-34.1831,22.146,292.11,78,0,5.42,ZA,1691589139
469,levuka,50.1834,-105.4011,284.05,93,100,3.09,CA,1691589139
470,kall,50.55,6.55,295.45,72,40,4.72,DE,1691589140
471,chela,34.069,104.4619,291.45,96,100,1.81,CN,1691589140
472,mao,39.8885,4.2658,302.46,54,20,4.12,ES,1691589141
473,alice springs,-23.7,133.8833,284.9,50,0,0.0,AU,1691589141
474,tahe,52.3333,124.7333,289.29,84,100,0.55,CN,1691589142
475,prado,-17.3411,-39.2208,298.32,67,23,3.96,BR,1691589142
476,gizo,-8.103,156.8419,299.49,81,98,9.51,SB,1691589142
477,anshun,26.25,105.9333,293.4,95,10,1.54,CN,1691589142
478,hassi messaoud,31.6804,6.0729,316.07,11,0,2.06,DZ,1691589142
479,qamdo,31.1667,97.2333,283.5,64,35,1.05,CN,1691589143
480,auna,10.1881,4.7232,301.5,73,88,3.62,NG,1691589143
481,saint croix,17.7397,-64.7388,304.4,70,20,6.69,VI,1691589143
482,kaa-khem,51.6833,94.7333,291.47,83,100,0.8,RU,1691589143
483,pytalovo,57.0679,27.9138,294.14,37,92,3.63,RU,1691589144
484,yichang,30.7144,111.2847,301.48,71,18,0.87,CN,1691589144
485,kuruman,-27.4524,23.4325,297.59,10,0,5.77,ZA,1691589144
486,siemiatycze,52.4272,22.8623,292.72,50,100,0.72,PL,1691589144
487,dabakala,8.3667,-4.4333,298.83,86,100,3.7,CI,1691589144
488,shenjiamen,29.9576,122.298,300.37,88,0,4.69,CN,1691589145
489,fortuna,40.5982,-124.1573,289.34,95,100,0.0,US,1691589145
490,grand falls-windsor,48.9332,-55.6649,288.99,78,97,2.19,CA,1691589145
491,vernon,50.2581,-119.2691,293.87,62,90,0.51,CA,1691589145
492,al jawf,29.5,38.75,312.52,10,0,1.12,SA,1691589145
493,crane,31.3974,-102.3501,301.43,42,12,6.98,US,1691589145
494,akureyri,65.6835,-18.0878,283.11,71,75,5.66,IS,1691589146
495,galvez,-32.0293,-61.221,287.54,56,26,2.88,AR,1691589146
496,posto fiscal rolim de moura,-13.0833,-62.2667,306.38,35,9,1.33,BR,1691589146
497,manacapuru,-3.2997,-60.6206,306.06,47,4,1.68,BR,1691589146
498,argo,37.6333,22.7333,302.47,37,26,3.01,GR,1691589146
499,san pedro de ycuamandiyu,-24.0917,-57.0764,297.05,76,90,0.56,PY,1691589146
500,shagamu,6.8432,3.6478,302.03,70,92,4.14,NG,1691589147
501,bafoulabe,13.8065,-10.8321,307.77,47,63,3.77,ML,1691589147
502,cole harbour,44.6724,-63.4751,293.81,98,100,4.63,CA,1691589147
503,ji'an,27.1172,114.9793,301.29,84,98,1.32,CN,1691589147
504,makarov,48.6333,142.8,287.46,96,100,3.56,RU,1691589148
505,amahai,-3.3333,128.9167,297.73,83,49,3.18,ID,1691589148
506,christchurch,-43.5333,172.6333,278.1,81,100,4.12,NZ,1691588777
507,nago,26.5881,127.9761,301.62,90,99,4.81,JP,1691589148
508,curuca,-0.7289,-47.8481,304.29,55,5,3.81,BR,1691589148
509,slonim,53.0867,25.3219,292.39,63,78,2.64,BY,1691589148
510,greymouth,-42.4667,171.2,279.06,90,94,2.83,NZ,1691589149
511,san-pedro,4.7485,-6.6363,298.53,83,85,5.8,CI,1691589149
512,grove city,39.8815,-83.093,297.27,82,0,2.06,US,1691589149
513,westport,41.1415,-73.3579,298.86,64,0,5.14,US,1691588967
514,humaita,-7.5061,-63.0208,306.74,47,72,0.12,BR,1691589149
515,at taj,24.2049,23.2857,312.46,17,5,1.89,LY,1691589150
516,howard springs,-12.497,131.047,297.1,75,79,1.81,AU,1691589150
517,bazarak,35.3129,69.5152,296.34,32,1,4.62,AF,1691589150
518,timimoun,29.2639,0.231,317.36,6,0,7.72,DZ,1691589150
519,khamis mushait,18.3064,42.7292,304.49,8,75,5.66,SA,1691589150
520,magistral'nyy,56.1725,107.4458,291.82,88,100,1.46,RU,1691589151
521,kerikeri,-35.2268,173.9474,280.1,90,8,1.71,NZ,1691589151
522,mahad,18.0833,73.4167,299.31,87,100,1.0,IN,1691589151
523,lienz,46.8289,12.769,293.09,68,100,2.0,AT,1691589151
524,ilebo,-4.3167,20.5833,303.65,46,82,1.27,CD,1691589151
525,madalena,41.2162,-8.3345,296.21,68,73,4.9,PT,1691589151
526,petropavlovsk-kamchatsky,53.0452,158.6483,286.48,77,0,2.0,RU,1691589152
527,kapit,2.0167,112.9333,297.84,92,100,0.5,MY,1691589152
528,dongola,19.1667,30.4833,315.42,18,33,3.69,SD,1691589152
529,zabol,32.25,67.25,303.89,10,0,6.67,AF,1691589153
530,cinarcik,40.6412,29.146,297.62,66,89,8.86,TR,1691589153
531,przemysl,49.785,22.7673,295.02,51,100,4.92,PL,1691588988
532,dirba,30.0667,75.9833,306.11,51,37,2.2,IN,1691589153
533,karymskoye,51.6167,114.35,294.21,47,100,1.66,RU,1691589153
534,chicoana,-25.1009,-65.5331,287.62,33,0,1.01,AR,1691589154
535,bojia,26.4672,111.9681,301.33,85,55,0.81,CN,1691589154
536,senillosa,-39.0,-68.4167,282.03,32,100,1.29,AR,1691589154
537,yelizovo,53.1873,158.3805,287.23,76,0,2.0,RU,1691589154
538,khamharia,20.9833,82.2667,300.23,71,81,2.16,IN,1691589154
539,la passe,45.5549,-0.8967,304.28,24,0,2.33,FR,1691589155
540,coahuayana de hidalgo,18.7,-103.6583,301.12,81,16,1.4,MX,1691589155
541,xindi,29.8167,113.4667,300.06,75,95,3.26,CN,1691589155
542,bantilan,14.7519,121.6656,300.98,84,77,3.3,PH,1691589155
543,conceicao do araguaia,-8.2578,-49.2647,309.09,25,11,3.04,BR,1691589155
544,hammerfest,70.6634,23.6821,299.4,61,20,2.06,NO,1691589156
545,north platte,41.1239,-100.7654,291.69,91,0,2.06,US,1691589156
546,island harbour,50.724,-1.2758,297.68,73,74,2.24,GB,1691589156
547,butte,39.6499,-121.5677,291.27,68,0,1.54,US,1691589156
548,manicore,-5.8092,-61.3003,308.3,38,6,1.13,BR,1691589156
549,el fuerte,26.4189,-108.6194,301.43,62,97,1.48,MX,1691589156
550,juan griego,11.0817,-63.9655,303.22,74,47,4.12,VE,1691589157
551,namdrik,5.5994,168.1028,300.75,79,100,5.25,MH,1691589157
552,byron bay,-28.65,153.6167,283.54,77,1,1.08,AU,1691589010
553,ostersund,63.1792,14.6357,290.4,55,75,8.75,SE,1691589157
554,lorengau,-2.0226,147.2712,301.02,75,100,7.06,PG,1691589157
555,as sulayyil,20.4607,45.5779,318.29,5,3,4.03,SA,1691589157
556,coxen hole,16.3244,-86.5366,301.75,84,20,9.26,HN,1691589158
557,luanco,43.6152,-5.7934,299.27,78,3,1.36,ES,1691589158
558,sarkand,45.41,79.9186,296.1,45,53,1.46,KZ,1691589158
559,egilsstadir,65.2653,-14.3948,283.1,66,75,7.2,IS,1691589158
560,gorgan,36.8387,54.4348,310.13,32,20,2.06,IR,1691589158
561,barakani,-12.1356,44.4317,298.05,72,18,5.09,KM,1691589158
562,salalah,17.0151,54.0924,300.2,89,100,4.63,OM,1691589159
